Year,Persons_Trial_Completed,Total_Persons_under_Trial
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,18
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2008,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,7
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,18
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2009,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,18
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2010,0,0
2001,16,220
2001,15104,47627
2001,55,918
2001,2269,12505
2001,6547,46608
2001,141,820
2001,2721,24839
2001,17,122
2001,15,70
2001,1657,14847
2001,317,706
2001,6318,75349
2001,5554,22885
2001,775,5914
2001,1574,13177
2001,2733,12521
2001,8549,29235
2001,4000,29397
2001,0,1
2001,14433,88030
2001,21594,211563
2001,4,161
2001,28,527
2001,149,316
2001,7,113
2001,5491,30344
2001,190,405
2001,2194,8696
2001,11122,70352
2001,14,19
2001,11626,27232
2001,289,903
2001,25923,139318
2001,1053,4308
2001,6219,56264
2002,22,247
2002,16975,53598
2002,23,996
2002,2596,14207
2002,5983,51404
2002,126,832
2002,6411,25471
2002,38,130
2002,30,67
2002,1668,15935
2002,155,508
2002,6087,80708
2002,6886,24446
2002,785,5996
2002,2106,14095
2002,4019,12838
2002,8152,29230
2002,4450,33517
2002,1,2
2002,15387,94526
2002,23225,216118
2002,30,196
2002,15,557
2002,100,282
2002,16,124
2002,5294,32105
2002,150,410
2002,2495,10837
2002,13676,70786
2002,9,14
2002,13221,28207
2002,399,1028
2002,31954,145938
2002,775,4383
2002,8239,61022
2003,16,249
2003,19937,62594
2003,4,1052
2003,3583,16337
2003,7384,54518
2003,118,860
2003,2799,24917
2003,19,115
2003,7,46
2003,2484,18675
2003,147,486
2003,6175,87463
2003,6245,24034
2003,864,6138
2003,1596,15411
2003,2830,12116
2003,8116,29729
2003,4709,36510
2003,1,3
2003,16714,102784
2003,21967,218615
2003,6,173
2003,13,564
2003,218,324
2003,17,129
2003,5901,34639
2003,135,459
2003,2816,11880
2003,10103,67717
2003,6,28
2003,9707,26031
2003,342,1177
2003,23844,134201
2003,863,5154
2003,8611,66769
2004,26,272
2004,18983,65835
2004,23,1166
2004,4634,17743
2004,6981,55320
2004,164,1003
2004,4833,26495
2004,28,125
2004,12,55
2004,2190,20879
2004,126,518
2004,6333,96011
2004,6999,24178
2004,801,6091
2004,2293,16991
2004,2788,12586
2004,7696,30240
2004,6387,40230
2004,2,4
2004,16190,108453
2004,19786,224505
2004,8,173
2004,15,601
2004,11,164
2004,110,185
2004,5720,36410
2004,125,449
2004,2849,12927
2004,11168,70179
2004,8,60
2004,11073,28626
2004,464,1725
2004,24439,137679
2004,1018,6318
2004,7150,72469
2005,14,269
2005,22139,72445
2005,75,1242
2005,4425,18515
2005,7213,57374
2005,97,1086
2005,4472,24353
2005,37,130
2005,7,61
2005,3429,23927
2005,153,570
2005,6830,105028
2005,4959,23434
2005,1189,6264
2005,2117,17613
2005,5195,11951
2005,9340,32189
2005,6826,42743
2005,0,2
2005,18609,111178
2005,20586,235082
2005,4,175
2005,37,637
2005,173,222
2005,57,115
2005,5458,40009
2005,99,454
2005,1996,12952
2005,9534,70197
2005,15,69
2005,11879,29806
2005,1007,2275
2005,25510,140625
2005,741,6696
2005,8995,82611
2006,8,318
2006,22955,72947
2006,48,1267
2006,4673,19009
2006,8708,59805
2006,151,1256
2006,3925,24072
2006,22,124
2006,18,80
2006,2216,26035
2006,107,570
2006,7067,114944
2006,4465,25086
2006,721,5995
2006,2135,19183
2006,2516,9903
2006,8935,32699
2006,9109,46143
2006,0,2
2006,16066,110747
2006,18092,245919
2006,4,174
2006,42,701
2006,143,188
2006,45,110
2006,5617,44729
2006,116,565
2006,2445,13893
2006,11392,73028
2006,7,78
2006,10670,26875
2006,819,2152
2006,27064,144690
2006,1066,7782
2006,10798,91782
2007,27,360
2007,23806,77521
2007,40,1363
2007,5163,19603
2007,9380,62348
2007,166,1337
2007,3221,25368
2007,15,119
2007,9,92
2007,2390,28558
2007,72,545
2007,7916,128329
2007,4871,27441
2007,781,6328
2007,2077,21172
2007,3949,10928
2007,8496,34106
2007,9102,47925
2007,0,4
2007,18738,115936
2007,18993,260445
2007,11,173
2007,52,728
2007,102,208
2007,51,104
2007,6414,49014
2007,165,786
2007,2817,14771
2007,9418,73664
2007,11,107
2007,8825,26625
2007,1088,2501
2007,32971,155105
2007,1322,8369
2007,11409,103243
2009,21,515
2009,24113,88903
2009,48,1566
2009,4086,20841
2009,10254,66416
2009,206,1282
2009,3569,29317
2009,12,175
2009,20,152
2009,2102,30885
2009,123,625
2009,11198,151421
2009,5933,31408
2009,872,7261
2009,2308,24147
2009,4131,12017
2009,9770,41011
2009,8356,52249
2009,2,7
2009,19125,116858
2009,21652,290992
2009,0,176
2009,58,883
2009,152,348
2009,56,117
2009,6746,56941
2009,176,875
2009,3152,16557
2009,9014,80424
2009,52,184
2009,8485,29304
2009,1235,3888
2009,41995,170532
2009,1577,7933
2009,11717,121724
2010,7,606
2010,24397,95666
2010,24,1652
2010,4745,23907
2010,9248,67721
2010,240,1200
2010,4810,31689
2010,12,194
2010,12,177
2010,2832,31635
2010,114,719
2010,11870,159426
2010,7313,32619
2010,795,7631
2010,1777,24969
2010,4775,13731
2010,9789,44030
2010,8040,56564
2010,0,6
2010,21174,119433
2010,25549,306044
2010,9,183
2010,38,954
2010,265,406
2010,32,115
2010,9262,66493
2010,151,882
2010,3389,16598
2010,8480,84746
2010,16,153
2010,8392,29655
2010,1467,3804
2010,48532,166368
2010,2127,7969
2010,12000,137404
